Unnamed: 0,run_id,time_step,opinion,out_belief,in_belief,group_type,tau,alpha,participation,group,appr_belief,disappr_belief
48,1,24,0.7399723858624612,0.3510203282974956,0.6369252025393171,treatment,0.3,0.1,0.9230769230769232,Extensive inst.,0.6369252025393171,0.3510203282974956
50,1,25,0.7399723858624612,0.3510082569476954,0.644537957223943,treatment,0.3,0.1,0.9423076923076924,Extensive inst.,0.644537957223943,0.3510082569476954
52,1,26,0.7399723858624612,0.3502948396271187,0.6477068630653436,treatment,0.3,0.1,0.8846153846153846,Extensive inst.,0.6477068630653436,0.3502948396271187
54,1,27,0.7399723858624612,0.350726808843243,0.6504957864307528,treatment,0.3,0.1,0.9423076923076924,Extensive inst.,0.6504957864307528,0.350726808843243
56,1,28,0.7399723858624612,0.3510987443960696,0.6123187302399138,treatment,0.3,0.1,0.9230769230769232,Extensive inst.,0.6123187302399138,0.3510987443960696
58,1,29,0.7399723858624612,0.3514346281324894,0.6249648804849977,treatment,0.3,0.1,0.8461538461538461,Extensive inst.,0.6249648804849977,0.3514346281324894
60,1,30,0.7399723858624612,0.3506229242209487,0.6271978955817286,treatment,0.3,0.1,0.9615384615384616,Extensive inst.,0.6271978955817286,0.3506229242209487
62,1,31,0.7399723858624612,0.350992392022262,0.6369087890445102,treatment,0.3,0.1,0.8653846153846154,Extensive inst.,0.6369087890445102,0.350992392022262
64,1,32,0.7399723858624612,0.3514553022172928,0.6444465728244716,treatment,0.3,0.1,0.9807692307692308,Extensive inst.,0.6444465728244716,0.3514553022172928
66,1,33,0.7399723858624612,0.3517578726595593,0.648114470756902,treatment,0.3,0.1,0.9423076923076924,Extensive inst.,0.648114470756902,0.3517578726595593
68,1,34,0.7399723858624612,0.3515197265633522,0.6479081458366012,treatment,0.3,0.1,0.9230769230769232,Extensive inst.,0.6479081458366012,0.3515197265633522
70,1,35,0.7399723858624612,0.3511720663098742,0.6501608185130403,treatment,0.3,0.1,0.903846153846154,Extensive inst.,0.6501608185130403,0.3511720663098742
72,1,36,0.7399723858624612,0.3512536593942696,0.6147844386572353,treatment,0.3,0.1,0.8653846153846154,Extensive inst.,0.6147844386572353,0.3512536593942696
74,1,37,0.7399723858624612,0.3510703357425839,0.6090750684450414,treatment,0.3,0.1,0.9615384615384616,Extensive inst.,0.6090750684450414,0.3510703357425839
76,1,38,0.7399723858624612,0.3510235099977197,0.6269049442517397,treatment,0.3,0.1,0.9423076923076924,Extensive inst.,0.6269049442517397,0.3510235099977197
78,1,39,0.7399723858624612,0.3512351107641191,0.638356733339818,treatment,0.3,0.1,1.0,Extensive inst.,0.638356733339818,0.3512351107641191
80,1,40,0.7399723858624612,0.350586736876723,0.6441089870169037,treatment,0.3,0.1,0.9615384615384616,Extensive inst.,0.6441089870169037,0.350586736876723
82,1,41,0.7399723858624612,0.3498029352622342,0.6474478708435332,treatment,0.3,0.1,0.9423076923076924,Extensive inst.,0.6474478708435332,0.3498029352622342
84,1,42,0.7399723858624612,0.3574845793215167,0.6499762327314624,treatment,0.3,0.1,0.9807692307692308,Extensive inst.,0.6499762327314624,0.3574845793215167
86,1,43,0.7399723858624612,0.3550409320864635,0.6132807718516483,treatment,0.3,0.1,0.903846153846154,Extensive inst.,0.6132807718516483,0.3550409320864635
88,1,44,0.7399723858624612,0.3531717094355912,0.6273470394263796,treatment,0.3,0.1,1.0,Extensive inst.,0.6273470394263796,0.3531717094355912
90,1,45,0.7399723858624612,0.3523800027626841,0.6380214869552601,treatment,0.3,0.1,0.903846153846154,Extensive inst.,0.6380214869552601,0.3523800027626841
92,1,46,0.7399723858624612,0.3518537208064588,0.6445250728366527,treatment,0.3,0.1,0.903846153846154,Extensive inst.,0.6445250728366527,0.3518537208064588
94,1,47,0.7399723858624612,0.3512543206509289,0.6486641968685785,treatment,0.3,0.1,0.9230769230769232,Extensive inst.,0.6486641968685785,0.3512543206509289
96,1,48,0.7399723858624612,0.3510392479087245,0.6507061859292408,treatment,0.3,0.1,0.8269230769230769,Extensive inst.,0.6507061859292408,0.3510392479087245
98,1,49,0.7399723858624612,0.3511876634579319,0.6129851284712744,treatment,0.3,0.1,0.903846153846154,Extensive inst.,0.6129851284712744,0.3511876634579319
100,1,50,0.7399723858624612,0.3510200108965685,0.6270285052968171,treatment,0.3,0.1,0.903846153846154,Extensive inst.,0.6270285052968171,0.3510200108965685
102,1,51,0.7399723858624612,0.3512174922535896,0.6378995934268283,treatment,0.3,0.1,0.9423076923076924,Extensive inst.,0.6378995934268283,0.3512174922535896
104,1,52,0.7399723858624612,0.351457447528714,0.6444889828781333,treatment,0.3,0.1,1.0,Extensive inst.,0.6444889828781333,0.351457447528714
106,1,53,0.7399723858624612,0.3515330774474033,0.6482038234556485,treatment,0.3,0.1,0.9615384615384616,Extensive inst.,0.6482038234556485,0.3515330774474033
108,1,54,0.7399723858624612,0.3510776764935366,0.6502692498173719,treatment,0.3,0.1,0.9230769230769232,Extensive inst.,0.6502692498173719,0.3510776764935366
110,1,55,0.7399723858624612,0.3509642934244723,0.6161366599772976,treatment,0.3,0.1,0.8461538461538461,Extensive inst.,0.6161366599772976,0.3509642934244723
112,1,56,0.7399723858624612,0.3511358306283242,0.6266503386486159,treatment,0.3,0.1,0.9423076923076924,Extensive inst.,0.6266503386486159,0.3511358306283242
114,1,57,0.7399723858624612,0.3508584752704924,0.6368747477622032,treatment,0.3,0.1,0.903846153846154,Extensive inst.,0.6368747477622032,0.3508584752704924
116,1,58,0.7399723858624612,0.3512181865171196,0.643908445481398,treatment,0.3,0.1,0.9615384615384616,Extensive inst.,0.643908445481398,0.3512181865171196
118,1,59,0.7399723858624612,0.351043321062227,0.6480448272077564,treatment,0.3,0.1,0.9230769230769232,Extensive inst.,0.6480448272077564,0.351043321062227
120,1,60,0.7399723858624612,0.3514642491341816,0.6476751292620787,treatment,0.3,0.1,1.0,Extensive inst.,0.6476751292620787,0.3514642491341816
122,1,61,0.7399723858624612,0.3508855801291693,0.6495049801877103,treatment,0.3,0.1,0.903846153846154,Extensive inst.,0.6495049801877103,0.3508855801291693
124,1,62,0.7399723858624612,0.3512718238949015,0.650031632788138,treatment,0.3,0.1,0.8653846153846154,Extensive inst.,0.650031632788138,0.3512718238949015
126,1,63,0.7399723858624612,0.3514691326074846,0.6108619111346566,treatment,0.3,0.1,0.9423076923076924,Extensive inst.,0.6108619111346566,0.3514691326074846
128,1,64,0.7399723858624612,0.350454964082996,0.625623751857002,treatment,0.3,0.1,0.9423076923076924,Extensive inst.,0.625623751857002,0.350454964082996
130,1,65,0.7399723858624612,0.351096993638245,0.6372295029561973,treatment,0.3,0.1,0.9230769230769232,Extensive inst.,0.6372295029561973,0.351096993638245
132,1,66,0.7399723858624612,0.351516960385815,0.6439410172497553,treatment,0.3,0.1,0.9230769230769232,Extensive inst.,0.6439410172497553,0.351516960385815
134,1,67,0.7399723858624612,0.3509795047036447,0.6481576638761211,treatment,0.3,0.1,0.9615384615384616,Extensive inst.,0.6481576638761211,0.3509795047036447
136,1,68,0.7399723858624612,0.3505893060785945,0.6501918101332673,treatment,0.3,0.1,0.9615384615384616,Extensive inst.,0.6501918101332673,0.3505893060785945
138,1,69,0.7399723858624612,0.3511102077426052,0.6133368082055266,treatment,0.3,0.1,0.8846153846153846,Extensive inst.,0.6133368082055266,0.3511102077426052
140,1,70,0.7399723858624612,0.3505376338675583,0.6266214075614294,treatment,0.3,0.1,0.903846153846154,Extensive inst.,0.6266214075614294,0.3505376338675583
142,1,71,0.7399723858624612,0.350429917214507,0.6377748628326881,treatment,0.3,0.1,0.9807692307692308,Extensive inst.,0.6377748628326881,0.350429917214507
144,1,72,0.7399723858624612,0.3500363616128578,0.6440230276153593,treatment,0.3,0.1,0.9230769230769232,Extensive inst.,0.6440230276153593,0.3500363616128578
146,1,73,0.7399723858624612,0.3502269919115039,0.6475966841674825,treatment,0.3,0.1,0.8846153846153846,Extensive inst.,0.6475966841674825,0.3502269919115039
148,1,74,0.7399723858624612,0.350557751442583,0.649833054804133,treatment,0.3,0.1,0.9423076923076924,Extensive inst.,0.649833054804133,0.350557751442583
150,1,75,0.7399723858624612,0.3510678012174688,0.6125406615016328,treatment,0.3,0.1,0.9230769230769232,Extensive inst.,0.6125406615016328,0.3510678012174688
152,1,76,0.7399723858624612,0.3508435636246215,0.6259674865044667,treatment,0.3,0.1,0.903846153846154,Extensive inst.,0.6259674865044667,0.3508435636246215
154,1,77,0.7399723858624612,0.3507767361677399,0.6378371150450312,treatment,0.3,0.1,0.903846153846154,Extensive inst.,0.6378371150450312,0.3507767361677399
156,1,78,0.7399723858624612,0.3514899993978775,0.63869812371017,treatment,0.3,0.1,0.9230769230769232,Extensive inst.,0.63869812371017,0.3514899993978775
158,1,79,0.7399723858624612,0.3515652689673922,0.6446495759543857,treatment,0.3,0.1,0.9807692307692308,Extensive inst.,0.6446495759543857,0.3515652689673922
160,1,80,0.7399723858624612,0.3518290137870457,0.6482459483073502,treatment,0.3,0.1,0.903846153846154,Extensive inst.,0.6482459483073502,0.3518290137870457
162,1,81,0.7399723858624612,0.3516132705031284,0.6508561198889141,treatment,0.3,0.1,0.9423076923076924,Extensive inst.,0.6508561198889141,0.3516132705031284
164,1,82,0.7399723858624612,0.3517554486517425,0.6141381024064958,treatment,0.3,0.1,0.8846153846153846,Extensive inst.,0.6141381024064958,0.3517554486517425
166,1,83,0.7399723858624612,0.3514338106575088,0.6268039411216915,treatment,0.3,0.1,0.903846153846154,Extensive inst.,0.6268039411216915,0.3514338106575088
168,1,84,0.7399723858624612,0.3510664068940888,0.636502205166962,treatment,0.3,0.1,0.9230769230769232,Extensive inst.,0.636502205166962,0.3510664068940888
170,1,85,0.7399723858624612,0.3514903941058558,0.643877464039226,treatment,0.3,0.1,0.9230769230769232,Extensive inst.,0.643877464039226,0.3514903941058558
172,1,86,0.7399723858624612,0.3512355745834778,0.6458100458684413,treatment,0.3,0.1,0.8269230769230769,Extensive inst.,0.6458100458684413,0.3512355745834778
174,1,87,0.7399723858624612,0.3508126774151407,0.6490511216212962,treatment,0.3,0.1,0.9230769230769232,Extensive inst.,0.6490511216212962,0.3508126774151407
176,1,88,0.7399723858624612,0.3511247416881957,0.6506524694403649,treatment,0.3,0.1,0.903846153846154,Extensive inst.,0.6506524694403649,0.3511247416881957
178,1,89,0.7399723858624612,0.3511223866267601,0.6121723455273854,treatment,0.3,0.1,0.9230769230769232,Extensive inst.,0.6121723455273854,0.3511223866267601
180,1,90,0.7399723858624612,0.3512482663911023,0.6264193671500995,treatment,0.3,0.1,0.9423076923076924,Extensive inst.,0.6264193671500995,0.3512482663911023
182,1,91,0.7399723858624612,0.3516515536767717,0.6278734880908412,treatment,0.3,0.1,0.9230769230769232,Extensive inst.,0.6278734880908412,0.3516515536767717
184,1,92,0.7399723858624612,0.3513031119819428,0.637699481452482,treatment,0.3,0.1,0.903846153846154,Extensive inst.,0.637699481452482,0.3513031119819428
186,1,93,0.7399723858624612,0.3513046473024657,0.6450352683115154,treatment,0.3,0.1,0.903846153846154,Extensive inst.,0.6450352683115154,0.3513046473024657
188,1,94,0.7399723858624612,0.3510931902056209,0.648571290396599,treatment,0.3,0.1,0.903846153846154,Extensive inst.,0.648571290396599,0.3510931902056209
190,1,95,0.7399723858624612,0.3499076601540469,0.6505430970766928,treatment,0.3,0.1,0.9230769230769232,Extensive inst.,0.6505430970766928,0.3499076601540469
192,1,96,0.7399723858624612,0.3569705753276817,0.6149217754237125,treatment,0.3,0.1,0.8653846153846154,Extensive inst.,0.6149217754237125,0.3569705753276817
194,1,97,0.7399723858624612,0.3548220838147383,0.6268479094852354,treatment,0.3,0.1,0.9230769230769232,Extensive inst.,0.6268479094852354,0.3548220838147383
196,1,98,0.7399723858624612,0.3528449564510351,0.6376746001842972,treatment,0.3,0.1,0.9230769230769232,Extensive inst.,0.6376746001842972,0.3528449564510351
198,1,99,0.7399723858624612,0.352260784039442,0.6444202804104483,treatment,0.3,0.1,0.9807692307692308,Extensive inst.,0.6444202804104483,0.352260784039442
200,2,1,0.7393289977551221,0.3528117338511781,0.6080604201458178,treatment,0.3,0.1,0.9318181818181818,Extensive inst.,0.6080604201458178,0.3528117338511781
202,2,2,0.7393289977551221,0.3520928399605527,0.6223738421091153,treatment,0.3,0.1,0.8636363636363636,Extensive inst.,0.6223738421091153,0.3520928399605527
204,2,3,0.7393289977551221,0.3504323887510946,0.634463829369134,treatment,0.3,0.1,0.9090909090909092,Extensive inst.,0.634463829369134,0.3504323887510946
206,2,4,0.7393289977551221,0.3492809198052297,0.6423998998539028,treatment,0.3,0.1,0.9090909090909092,Extensive inst.,0.6423998998539028,0.3492809198052297
208,2,5,0.7393289977551221,0.3559654247335398,0.6467175265725049,treatment,0.3,0.1,0.9545454545454546,Extensive inst.,0.6467175265725049,0.3559654247335398
210,2,6,0.7393289977551221,0.3526962656710786,0.6494552605281737,treatment,0.3,0.1,0.9772727272727272,Extensive inst.,0.6494552605281737,0.3526962656710786
212,2,7,0.7393289977551221,0.3512978408434371,0.6505974921140976,treatment,0.3,0.1,0.8863636363636364,Extensive inst.,0.6505974921140976,0.3512978408434371
214,2,8,0.7393289977551221,0.3497009441035261,0.6132524146614368,treatment,0.3,0.1,0.9090909090909092,Extensive inst.,0.6132524146614368,0.3497009441035261
216,2,9,0.7393289977551221,0.3568386188269761,0.6266730761520805,treatment,0.3,0.1,0.9545454545454546,Extensive inst.,0.6266730761520805,0.3568386188269761
218,2,10,0.7393289977551221,0.3536145414684241,0.6363218369918513,treatment,0.3,0.1,0.8636363636363636,Extensive inst.,0.6363218369918513,0.3536145414684241
220,2,11,0.7393289977551221,0.3515885893970435,0.6439779422174948,treatment,0.3,0.1,0.8863636363636364,Extensive inst.,0.6439779422174948,0.3515885893970435
222,2,12,0.7393289977551221,0.3498009247228438,0.6486158099701138,treatment,0.3,0.1,0.9545454545454546,Extensive inst.,0.6486158099701138,0.3498009247228438
224,2,13,0.7393289977551221,0.3552947343032763,0.6507175992554792,treatment,0.3,0.1,0.9090909090909092,Extensive inst.,0.6507175992554792,0.3552947343032763
226,2,14,0.7393289977551221,0.3526038654095621,0.6163475246997422,treatment,0.3,0.1,0.8409090909090909,Extensive inst.,0.6163475246997422,0.3526038654095621
228,2,15,0.7393289977551221,0.3503516077430514,0.6274979121583327,treatment,0.3,0.1,1.0,Extensive inst.,0.6274979121583327,0.3503516077430514
230,2,16,0.7393289977551221,0.3492880373360764,0.637199515283825,treatment,0.3,0.1,0.9090909090909092,Extensive inst.,0.637199515283825,0.3492880373360764
232,2,17,0.7393289977551221,0.355783266132114,0.6443545078161138,treatment,0.3,0.1,0.9545454545454546,Extensive inst.,0.6443545078161138,0.355783266132114
234,2,18,0.7393289977551221,0.3519118325581067,0.648016914858253,treatment,0.3,0.1,1.0,Extensive inst.,0.648016914858253,0.3519118325581067
236,2,19,0.7393289977551221,0.3494714187753722,0.6497428599180792,treatment,0.3,0.1,0.9772727272727272,Extensive inst.,0.6497428599180792,0.3494714187753722
238,2,20,0.7393289977551221,0.3563604726120425,0.6509442942466638,treatment,0.3,0.1,0.9545454545454546,Extensive inst.,0.6509442942466638,0.3563604726120425
240,2,21,0.7393289977551221,0.3531624420022199,0.6099075851379386,treatment,0.3,0.1,0.9772727272727272,Extensive inst.,0.6099075851379386,0.3531624420022199
242,2,22,0.7393289977551221,0.351337379648159,0.6264951291026398,treatment,0.3,0.1,0.9318181818181818,Extensive inst.,0.6264951291026398,0.351337379648159
244,2,23,0.7393289977551221,0.3498824897856625,0.6365576637803293,treatment,0.3,0.1,0.9090909090909092,Extensive inst.,0.6365576637803293,0.3498824897856625
246,2,24,0.7393289977551221,0.356121186274219,0.6445279311316054,treatment,0.3,0.1,0.9318181818181818,Extensive inst.,0.6445279311316054,0.356121186274219
248,2,25,0.7393289977551221,0.3533408572789961,0.6483700618767709,treatment,0.3,0.1,0.8636363636363636,Extensive inst.,0.6483700618767709,0.3533408572789961
250,2,26,0.7393289977551221,0.3511938508664474,0.650478363444511,treatment,0.3,0.1,0.9318181818181818,Extensive inst.,0.650478363444511,0.3511938508664474
252,2,27,0.7393289977551221,0.3498346679673316,0.6139214943089661,treatment,0.3,0.1,0.8863636363636364,Extensive inst.,0.6139214943089661,0.3498346679673316
254,2,28,0.7393289977551221,0.3559409300931619,0.6265952134974621,treatment,0.3,0.1,0.9318181818181818,Extensive inst.,0.6265952134974621,0.3559409300931619
256,2,29,0.7393289977551221,0.3563797751356976,0.6266467995285063,treatment,0.3,0.1,0.9318181818181818,Extensive inst.,0.6266467995285063,0.3563797751356976
258,2,30,0.7393289977551221,0.3527533544754454,0.6373524479772823,treatment,0.3,0.1,0.9318181818181818,Extensive inst.,0.6373524479772823,0.3527533544754454
260,2,31,0.7393289977551221,0.3507763884585895,0.6441929145087296,treatment,0.3,0.1,0.8409090909090909,Extensive inst.,0.6441929145087296,0.3507763884585895
262,2,32,0.7393289977551221,0.3495702421796888,0.6478279541719814,treatment,0.3,0.1,0.9318181818181818,Extensive inst.,0.6478279541719814,0.3495702421796888
264,2,33,0.7393289977551221,0.3555209320597618,0.6496065016217756,treatment,0.3,0.1,0.9090909090909092,Extensive inst.,0.6496065016217756,0.3555209320597618
266,2,34,0.7393289977551221,0.355843163340338,0.6500138808837733,treatment,0.3,0.1,0.9772727272727272,Extensive inst.,0.6500138808837733,0.355843163340338
268,2,35,0.7393289977551221,0.3522925188309279,0.6096456737184744,treatment,0.3,0.1,0.9772727272727272,Extensive inst.,0.6096456737184744,0.3522925188309279
270,2,36,0.7393289977551221,0.3498216836851266,0.6259431545339946,treatment,0.3,0.1,0.9090909090909092,Extensive inst.,0.6259431545339946,0.3498216836851266
272,2,37,0.7393289977551221,0.3561012247430769,0.636241846911581,treatment,0.3,0.1,0.8863636363636364,Extensive inst.,0.636241846911581,0.3561012247430769
274,2,38,0.7393289977551221,0.3536979120875971,0.6433250350945566,treatment,0.3,0.1,0.8636363636363636,Extensive inst.,0.6433250350945566,0.3536979120875971
276,2,39,0.7393289977551221,0.3515758068672183,0.6483143884910181,treatment,0.3,0.1,0.9090909090909092,Extensive inst.,0.6483143884910181,0.3515758068672183
278,2,40,0.7393289977551221,0.3497026301911477,0.6501719203120507,treatment,0.3,0.1,0.9772727272727272,Extensive inst.,0.6501719203120507,0.3497026301911477
280,2,41,0.7393289977551221,0.3558164129197875,0.6148482278310561,treatment,0.3,0.1,0.8636363636363636,Extensive inst.,0.6148482278310561,0.3558164129197875
282,2,42,0.7393289977551221,0.352939479872872,0.6268145644174183,treatment,0.3,0.1,0.9772727272727272,Extensive inst.,0.6268145644174183,0.352939479872872
284,2,43,0.7393289977551221,0.3507436710043877,0.6366658017245566,treatment,0.3,0.1,0.8636363636363636,Extensive inst.,0.6366658017245566,0.3507436710043877
286,2,44,0.7393289977551221,0.3494540724291982,0.6442097434478441,treatment,0.3,0.1,0.9772727272727272,Extensive inst.,0.6442097434478441,0.3494540724291982
288,2,45,0.7393289977551221,0.3562356959364661,0.6477735484949855,treatment,0.3,0.1,1.0,Extensive inst.,0.6477735484949855,0.3562356959364661
290,2,46,0.7393289977551221,0.353373079655356,0.6499333334647024,treatment,0.3,0.1,0.8181818181818182,Extensive inst.,0.6499333334647024,0.353373079655356
292,2,47,0.7393289977551221,0.3510802349288867,0.6154010399634636,treatment,0.3,0.1,0.8636363636363636,Extensive inst.,0.6154010399634636,0.3510802349288867
294,2,48,0.7393289977551221,0.3499358622524398,0.6276018986613598,treatment,0.3,0.1,0.9090909090909092,Extensive inst.,0.6276018986613598,0.3499358622524398
296,2,49,0.7393289977551221,0.3556048618984778,0.6383628166763445,treatment,0.3,0.1,0.8863636363636364,Extensive inst.,0.6383628166763445,0.3556048618984778
298,2,50,0.7393289977551221,0.3563277891904523,0.6381255486087594,treatment,0.3,0.1,0.8863636363636364,Extensive inst.,0.6381255486087594,0.3563277891904523
300,2,51,0.7393289977551221,0.3565211439075798,0.6389150237461391,treatment,0.3,0.1,0.9090909090909092,Extensive inst.,0.6389150237461391,0.3565211439075798
302,2,52,0.7393289977551221,0.3529297833935196,0.6445311597638116,treatment,0.3,0.1,0.9318181818181818,Extensive inst.,0.6445311597638116,0.3529297833935196
304,2,53,0.7393289977551221,0.3533481059914217,0.6449250393252274,treatment,0.3,0.1,0.9090909090909092,Extensive inst.,0.6449250393252274,0.3533481059914217
306,2,54,0.7393289977551221,0.3512304774976966,0.6482292660799379,treatment,0.3,0.1,0.9545454545454546,Extensive inst.,0.6482292660799379,0.3512304774976966
308,2,55,0.7393289977551221,0.3493885905870428,0.6507917456250705,treatment,0.3,0.1,0.9090909090909092,Extensive inst.,0.6507917456250705,0.3493885905870428
310,2,56,0.7393289977551221,0.3505417088409597,0.6509818819745972,treatment,0.3,0.1,0.9090909090909092,Extensive inst.,0.6509818819745972,0.3505417088409597
312,2,57,0.7393289977551221,0.3494740397368132,0.612752619909034,treatment,0.3,0.1,0.9090909090909092,Extensive inst.,0.612752619909034,0.3494740397368132
314,2,58,0.7393289977551221,0.3566745371011936,0.6270523138473018,treatment,0.3,0.1,1.0,Extensive inst.,0.6270523138473018,0.3566745371011936
316,2,59,0.7393289977551221,0.352934745821544,0.6366982302681591,treatment,0.3,0.1,0.8636363636363636,Extensive inst.,0.6366982302681591,0.352934745821544
318,2,60,0.7393289977551221,0.3505197717180489,0.6441405375864085,treatment,0.3,0.1,0.9772727272727272,Extensive inst.,0.6441405375864085,0.3505197717180489
320,2,61,0.7393289977551221,0.3487393996511305,0.6476878856554557,treatment,0.3,0.1,0.9090909090909092,Extensive inst.,0.6476878856554557,0.3487393996511305
322,2,62,0.7393289977551221,0.3553600166533739,0.6503453126298052,treatment,0.3,0.1,0.9090909090909092,Extensive inst.,0.6503453126298052,0.3553600166533739
324,2,63,0.7393289977551221,0.3526150743518029,0.6119708343665341,treatment,0.3,0.1,0.9318181818181818,Extensive inst.,0.6119708343665341,0.3526150743518029
326,2,64,0.7393289977551221,0.3506188953920972,0.6264362761032239,treatment,0.3,0.1,0.9318181818181818,Extensive inst.,0.6264362761032239,0.3506188953920972
328,2,65,0.7393289977551221,0.3494334673414301,0.6370180901207521,treatment,0.3,0.1,0.8863636363636364,Extensive inst.,0.6370180901207521,0.3494334673414301
330,2,66,0.7393289977551221,0.355764001062951,0.6442233642785635,treatment,0.3,0.1,0.9545454545454546,Extensive inst.,0.6442233642785635,0.355764001062951
332,2,67,0.7393289977551221,0.3527313957130898,0.6480297523360818,treatment,0.3,0.1,0.9090909090909092,Extensive inst.,0.6480297523360818,0.3527313957130898
334,2,68,0.7393289977551221,0.3508322314417381,0.6501701159499441,treatment,0.3,0.1,0.8863636363636364,Extensive inst.,0.6501701159499441,0.3508322314417381
336,2,69,0.7393289977551221,0.3495599688348877,0.6127657555122735,treatment,0.3,0.1,0.9090909090909092,Extensive inst.,0.6127657555122735,0.3495599688348877
338,2,70,0.7393289977551221,0.3560005750106186,0.6263047222849686,treatment,0.3,0.1,0.9318181818181818,Extensive inst.,0.6263047222849686,0.3560005750106186
340,2,71,0.7393289977551221,0.3525765830956358,0.6379166727178815,treatment,0.3,0.1,0.9772727272727272,Extensive inst.,0.6379166727178815,0.3525765830956358
342,2,72,0.7393289977551221,0.350013654157234,0.6439726343144879,treatment,0.3,0.1,0.9772727272727272,Extensive inst.,0.6439726343144879,0.350013654157234
344,2,73,0.7393289977551221,0.3558232282794067,0.6483646961572702,treatment,0.3,0.1,0.9090909090909092,Extensive inst.,0.6483646961572702,0.3558232282794067
346,2,74,0.7393289977551221,0.3566273971487,0.64786804573844,treatment,0.3,0.1,0.9772727272727272,Extensive inst.,0.64786804573844,0.3566273971487
348,2,75,0.7393289977551221,0.3568532605637898,0.6477081917766527,treatment,0.3,0.1,0.9772727272727272,Extensive inst.,0.6477081917766527,0.3568532605637898
