,run_id,time_step,opinion,out_belief,in_belief,group_type,tau,alpha,participation
0,0,0,0.6568105441106645,0.375,0.625,control,0.1,0.6,0.0
1,0,0,0.315143422091076,0.625,0.375,control,0.1,0.6,0.0
2,1,1,0.6568105441106645,0.3722260011057831,0.6258633832974126,control,0.1,0.6,0.8867924528301887
3,1,1,0.315143422091076,0.6258633832974128,0.372226001105783,control,0.1,0.6,0.8297872340425532
4,1,2,0.6568105441106645,0.3703766685096384,0.626438972162354,control,0.1,0.6,0.8867924528301887
5,1,2,0.315143422091076,0.6264389721623541,0.3703766685096384,control,0.1,0.6,0.8297872340425532
6,1,3,0.6568105441106645,0.36905571665524944,0.6268501070658838,control,0.1,0.6,0.8867924528301887
7,1,3,0.315143422091076,0.626850107065884,0.3690557166552494,control,0.1,0.6,0.8297872340425532
8,1,4,0.6568105441106645,0.36806500276445747,0.6271584582435312,control,0.1,0.6,0.8867924528301887
9,1,4,0.315143422091076,0.6271584582435313,0.3680650027644574,control,0.1,0.6,0.8297872340425532
10,1,5,0.6568105441106645,0.3672944475160638,0.627398286937257,control,0.1,0.6,0.8867924528301887
11,1,5,0.315143422091076,0.6273982869372571,0.3672944475160639,control,0.1,0.6,0.8297872340425532
12,1,6,0.6568105441106645,0.36667800331734907,0.6275901498922375,control,0.1,0.6,0.8867924528301887
13,1,6,0.315143422091076,0.6275901498922376,0.366678003317349,control,0.1,0.6,0.8297872340425532
14,1,7,0.6568105441106645,0.36617363988203677,0.6277471286735851,control,0.1,0.6,0.8867924528301887
15,1,7,0.315143422091076,0.6277471286735854,0.3661736398820368,control,0.1,0.6,0.8297872340425532
16,1,8,0.6568105441106645,0.36575333701927687,0.6278779443247083,control,0.1,0.6,0.8867924528301887
17,1,8,0.315143422091076,0.6278779443247084,0.3657533370192768,control,0.1,0.6,0.8297872340425532
18,1,9,0.6568105441106645,0.36539769613540285,0.6279886344910434,control,0.1,0.6,0.8867924528301887
19,1,9,0.315143422091076,0.6279886344910431,0.36539769613540285,control,0.1,0.6,0.8297872340425532
20,1,10,0.6568105441106645,0.36509286109208233,0.6280835117764733,control,0.1,0.6,0.8867924528301887
21,1,10,0.315143422091076,0.6280835117764734,0.36509286109208233,control,0.1,0.6,0.8297872340425532
22,1,11,0.6568105441106645,0.36482867072120456,0.6281657387571793,control,0.1,0.6,0.8867924528301887
23,1,11,0.315143422091076,0.6281657387571792,0.36482867072120456,control,0.1,0.6,0.8297872340425532
24,1,12,0.6568105441106645,0.36459750414668646,0.628237687365297,control,0.1,0.6,0.8867924528301887
25,1,12,0.315143422091076,0.6282376873652968,0.36459750414668646,control,0.1,0.6,0.8297872340425532
26,1,13,0.6568105441106645,0.3643935336397588,0.628301171431283,control,0.1,0.6,0.8867924528301887
27,1,13,0.315143422091076,0.628301171431283,0.3643935336397587,control,0.1,0.6,0.8297872340425532
28,1,14,0.6568105441106645,0.3642122265224896,0.6283576017121597,control,0.1,0.6,0.8867924528301887
29,1,14,0.315143422091076,0.6283576017121598,0.36421222652248963,control,0.1,0.6,0.8297872340425532
30,1,15,0.6568105441106645,0.3640500043649332,0.6284080919634706,control,0.1,0.6,0.8867924528301887
31,1,15,0.315143422091076,0.6284080919634707,0.3640500043649332,control,0.1,0.6,0.8297872340425532
32,1,16,0.6568105441106645,0.3639040044231323,0.62845353318965,control,0.1,0.6,0.8867924528301887
33,1,16,0.315143422091076,0.62845353318965,0.3639040044231322,control,0.1,0.6,0.8297872340425532
34,1,17,0.6568105441106645,0.3637719092376934,0.6286763521944904,control,0.1,0.6,0.9056603773584906
35,1,17,0.315143422091076,0.6286763521944903,0.3637719092376933,control,0.1,0.6,0.8297872340425532
36,1,18,0.6568105441106645,0.3636518227054759,0.6287054687532437,control,0.1,0.6,0.8867924528301887
37,1,18,0.315143422091076,0.6287054687532436,0.36365182270547597,control,0.1,0.6,0.8297872340425532
38,1,19,0.6568105441106645,0.3635421784804081,0.628732053437323,control,0.1,0.6,0.8867924528301887
39,1,19,0.315143422091076,0.6287320534373226,0.3635421784804081,control,0.1,0.6,0.8297872340425532
40,1,20,0.6568105441106645,0.363441671274096,0.6287564227310621,control,0.1,0.6,0.8867924528301887
41,1,20,0.315143422091076,0.6287564227310619,0.363441671274096,control,0.1,0.6,0.8297872340425532
42,1,21,0.6568105441106645,0.3633492046442888,0.6287788424813022,control,0.1,0.6,0.8867924528301887
43,1,21,0.315143422091076,0.6287788424813022,0.3633492046442888,control,0.1,0.6,0.8297872340425532
44,1,22,0.6568105441106645,0.36326385083215895,0.62879953763537,control,0.1,0.6,0.8867924528301887
45,1,22,0.315143422091076,0.6287995376353699,0.36326385083215895,control,0.1,0.6,0.8297872340425532
46,1,23,0.6568105441106645,0.3631848195246312,0.6289600263263303,control,0.1,0.6,0.9056603773584906
47,1,23,0.315143422091076,0.62896002632633,0.36318481952463133,control,0.1,0.6,0.8297872340425532
48,1,24,0.6568105441106645,0.3631114333104988,0.6289727724034991,control,0.1,0.6,0.8867924528301887
49,1,24,0.315143422091076,0.6289727724034992,0.3631114333104987,control,0.1,0.6,0.8297872340425532
50,1,25,0.6568105441106645,0.36304310821458213,0.6291162192961818,control,0.1,0.6,0.9056603773584906
51,1,25,0.315143422091076,0.629116219296182,0.363043108214582,control,0.1,0.6,0.8297872340425532
52,1,26,0.6568105441106645,0.3629793381250599,0.6291229092025445,control,0.1,0.6,0.8867924528301887
53,1,26,0.315143422091076,0.6291229092025444,0.3629793381250598,control,0.1,0.6,0.8297872340425532
